,road_code,road,road_slice,road_type,district
242,4Н103,Бўстон шахри-Чайка овули-Қирққиз овули,0-21,Маҳаллий,Элликқалъа тумани
243,4Н107,Бўстон ҳалқа йўли,0-5,Маҳаллий,Элликқалъа тумани
244,4Н108,4р182 автойўли (45 км)-Кечирмас бобо қабристони-Гулдирсин овули-Қирққиз овули-Баҳористон овули автойўли (3км) ,0-3,Маҳаллий,Элликқалъа тумани
245,4Н115,4Р182 автойўли (40км)-Сарабий овули,0-20,Маҳаллий,Элликқалъа тумани
246,4Н116,Гулдирсин овули-Қирққиз овули-Баҳаристон овули,0-59,Маҳаллий,Элликқалъа тумани
247,4р-176,Нукус ш.-Чимбой ш.-Тахтакўпир ш. ,84-102,Давлат,Қораўзак тумани
248,4р-179,Қораўзак овули-Қумшунгул темир йўл станцияси,0-27,Давлат,Қораўзак тумани
249,"4К3""б""","4р176 автомобил йўлининг 89 км-""Қораузак"" ДФХга ",0-23,Маҳаллий,Қораўзак тумани
250,"4К3""в""","""Куралпа"" ДФХга ",0-15,Маҳаллий,Қораўзак тумани
251,"4Н19""г""",4Р176 автойўли (95км)-Маданият ДФХга ,0-18,Маҳаллий,Қораўзак тумани
252,4Н26,4Р176 автойўли (83км)-Шеримбет овули,0-9,Маҳаллий,Қораўзак тумани
253,4Н29,4К3 автойўли-Есимўзак ДФХ,0-2,Маҳаллий,Қораўзак тумани
254,4Н30,4К3 автойўли (16км)-Самат овули,0-3,Маҳаллий,Қораўзак тумани
255,4Н44,Куролпа ДФХ-Қораўзак ДФХ,0-13,Маҳаллий,Қораўзак тумани
256,4Н120,4Р179 автойўли (3км)-Кузаякли овули-4Р176 автойўли (83км),0-3,Маҳаллий,Қораўзак тумани
257,4Н121,4Р179 автойўли (4км)-4Н19 автойўли ,0-10,Маҳаллий,Қораўзак тумани
258,А-380,"""Ғузор -Бухоро- Нукус - Бейнеу"" ",831-861,Халқаро,Қонликўл тумани
259,4р-177,Қонликўл темир йўл станцияси -Шуманай ш.-Қорабайли темир йўл станцияси,0-9,Давлат,Қонликўл тумани
260,"4Н15""м""",А380 автойўли (825 км)-Сариқ олтин ДФХга,0-7,Маҳаллий,Қонликўл тумани
261,"4Н15""н""",А380 автойўли (825 км)-Киндикўзак ДФХга,0-6,Маҳаллий,Қонликўл тумани
262,"4Н15""о""",А380 автойўли (825 км)-Куламат жиров ДФХга,0-10,Маҳаллий,Қонликўл тумани
263,"4Н15""п""",А380 автойўли (856 км)-Бешкўпир ДФХга,0-2,Маҳаллий,Қонликўл тумани
264,4Н71, Олтинкўл темир йўл станцияси-Қият овули,0-5,Маҳаллий,Қонликўл тумани
265,4Н87,Қонликўл-Жайхун ДФХ-Ажинияз ДФХ,0-24,Маҳаллий,Қонликўл тумани
266,4Н88,4Р173 автойўли (61км)-Олтинкўл ДФХ-Бекёп насос ст.-Қорабайли темир йўл станцияси,0-39,Маҳаллий,Қонликўл тумани
267,4Н89,Қонликўл ТЙФУК маркази-Бешкўпир ДФХ,0-13,Маҳаллий,Қонликўл тумани
268,4Н104,"""Қонликўл ТЙФУК маркази-Ажинияз ДФХ"" автойўли-Жайхун ДФХ",0-3,Маҳаллий,Қонликўл тумани
269,А-380,"""Ғузор -Бухоро- Нукус - Бейнеу"" ",861-1204,Халқаро,Қўнғирот тумани
270,4р-173, Қунғирот ш.-Муйноқ ш. ,0-37,Давлат,Қўнғирот тумани
271,4р-173 а, Қўнғирот шаҳри айланма автойўлига шахобча,0-10,Давлат,Қўнғирот тумани
272,4к14,А380 автойўли (873 км)-Устюрт ДФХ,0-17,Маҳаллий,Қўнғирот тумани
273,4к15,А380 автойўли (873 км)-Кўкли ДФХ,0-11,Маҳаллий,Қўнғирот тумани
274,4к32д,А380 автойўли (862 км)-Хоразм ДФХга,0-8,Маҳаллий,Қўнғирот тумани
275,"4Н15""р""",Қўнғирот ун заводига,0-2,Маҳаллий,Қўнғирот тумани
276,"4Н15""т""",Охунбобоев ДФХга,0-2,Маҳаллий,Қўнғирот тумани
277,"4Н15""у""",Жана талап ДФХга,0-6,Маҳаллий,Қўнғирот тумани
278,"4Н15""ф""",Қўнғирот ДФХга,0-10,Маҳаллий,Қўнғирот тумани
279,4Н36,4р173 автойўли-Олтинкўл овули-Қунғирот ДФХ-Қунғирот ш.,0-11,Маҳаллий,Қўнғирот тумани
280,4Н43,4Р173 автойўли (2км)-Кўкдарё ДФХ-Қизилкуч овули,0-13,Маҳаллий,Қўнғирот тумани
281,"4Н77""а""",Қўнғирот-Муйнақ автойўли (104 км)- Кўнғирот сув омбори,0-19,Маҳаллий,Қўнғирот тумани
282,4Н78,Қунғирот-Муйноқ автойўли (103км)-Ажиниёз ДФХ,0-17,Маҳаллий,Қўнғирот тумани
283,4н79,Қунғирот шахри-Раушан ДФХ- Саксовулсой-Амўдарё қўриқхонаси,0-57,Маҳаллий,Қўнғирот тумани
284,"4Н105""б""",А380 автойўли (917км)-Газ тақсимлаш станциясига,0-2,Маҳаллий,Қўнғирот тумани
285,"4Н105""в""",А380 автойўли (961км)-Барсакелмес конига,0-12,Маҳаллий,Қўнғирот тумани
286,"4Н105""г""",А380 автойўли-Сода заводи шаҳарчасига,0-1,Маҳаллий,Қўнғирот тумани
287,"4Н105""д""", Раушан авулига,0-22,Маҳаллий,Қўнғирот тумани
288,4Н106,4р173 автойўли-Қунғирот-Раушан-Саксаулсай автойули,0-1,Маҳаллий,Қўнғирот тумани
289,"4Н126 ""а""",4Н79 автойўли (10 км)-Кўкдарё ДФХга,0-2,Маҳаллий,Қўнғирот тумани
0,А 373, М39 автойўли-Гулистон-Бўка-Ангрен-Қўқон ва Андижон орқали-Ўш,429-441,Халқаро,Андижон тумани
1,4Р17 д ,А373 автойўлидан Андижон шаҳрига шохобча,0-13,Давлат,Андижон тумани
2,4Р112,Фарғона халқа йўли,148-156,Давлат,Андижон тумани
3,4Р116,"Наманган ш.-Уйчи ш.-Учқўрғон ш.-Хаққулобод ш.-Андижон ш.""",81-93,Давлат,Андижон тумани
4,4Р130,Андижон халқа йўли                                                                                                                                                                                                                                 ,7-31,Давлат,Андижон тумани
5,4Р134,Куйганёр қ.-Сиза қ.-Эски Хаққулобод қ.,0-4,Давлат,Андижон тумани
6,4Р135,Андижон ш.-Тешиктош қ.-Ойим қ.-Қўрғонтепа қ.-Жалолқудуқ қ.-А373 автойўли                                                                                                                                                                                                                                                                                             ,0-19                                                                                                                                                                                                             ,Давлат,Андижон тумани
7,4Р135 а, Пахтаобод шаҳрига,0-4,Давлат,Андижон тумани
8,4Р248,Андижон ш.-Жанубий Оламушук ш.-Ойим қ.- М41 автойўли ,0-13,Давлат,Андижон тумани
9,4Р249,Қуруққайрағоч қ.-Жанубий Оламушук ш.-Охунбобоев ш.,0-8,Давлат,Андижон тумани
10,4Р250,Андижон ш.-Шўро қ.-Қуруққайроғоч қ.,0-21,Давлат,Андижон тумани
11,4К77 а,Найман қишлоғи-Куйганёр қишлоғига,0-3,Маҳаллий,Андижон тумани
12,4К77 б,Оромгоҳ дам олиш масканига,0-1,Маҳаллий,Андижон тумани
13,4К90,4р116 а/й (80км)-Темирбетон корхонасига,0-2,Маҳаллий,Андижон тумани
14,4К91, Андижон ш-Заврақ қ.-Гулбозор қ.,0-35,Маҳаллий,Андижон тумани
15,4К91 а, Андижон шаҳрига кириш (368 км А373),0-7,Маҳаллий,Андижон тумани
16,4К91 б, Андижон шаҳрига кириш,0-7,Маҳаллий,Андижон тумани
17,4К91 в, Асаларичилар ён кўчаси,0-2,Маҳаллий,Андижон тумани
18,4К92, Андижон ш.-Нефтчилар шаҳарчаси-Тожикобод қ.,0-4,Маҳаллий,Андижон тумани
19,4Н 1084, Бутақора қ.-Куруққайрагоч қ.,0-13,Маҳаллий,Андижон тумани
20,4Н 1084 а, Шўро ён кўчасига,0-5,Маҳаллий,Андижон тумани
21,4Н 1084 б, Бешбанги ён кўчасига ,0-1,Маҳаллий,Андижон тумани
22,4Н 1085,Андижон ш.-Экинтекин қ.,0-26,Маҳаллий,Андижон тумани
23,4Н 1085 а,Истиқлол ён кўчасига ,0-9,Маҳаллий,Андижон тумани
24,4Н 1085 б, Марказий шифохона ён кўчасига ,0-3,Маҳаллий,Андижон тумани
25,4Н 1086,4Н1086 Дўнгқишлоқ қ.-Ёрқишлоқ қ.,0-2,Маҳаллий,Андижон тумани
26,4Н 1087,4Н1087 Андижан ш.-Миробод қ.,0-7,Маҳаллий,Андижон тумани
27,4Н 1114,4Н1114 Бўтақора қ.-Янгиобод қ.,0-6,Маҳаллий,Андижон тумани
28,4Н 1120,4Н1120 Файзаобод қ.-Андижон паррандачилик фабрикаси,3-5,Маҳаллий,Андижон тумани
29,4Н 1132,4Н1132 Дўнгқишлоқ қ.-Бешбўйноқ қ.,0-11,Маҳаллий,Андижон тумани
30,4Н 1133,4Н1133 Мирзабошичек - Эски қ.,0-7,Маҳаллий,Андижон тумани
31,А373,М39 автойўли-Гулистон-Бўка-Ангрен-Қўқон ва Андижон орқали-Ўш,416-421,Халқаро,Асака тумани
32,4Р112,Фарғона халқа йўли,156-176,Давлат,Асака тумани
33,4Р112 е,Асака шаҳрига,0-5,Давлат,Асака тумани
34,4Р-138,Шахрихон ш.-Асака ш.-Мархамат ш.-Қизилқия қ.,12-25,Давлат,Асака тумани
35,4К 92, Андижон ш.-Нефтчилар шаҳарчаси-Тожикобод қ.,10-20,Маҳаллий,Асака тумани
36,4К 102,Асака қ.-Занкент қ.-Содда қ.,0-10,Маҳаллий,Асака тумани
37,4К 102 а,Ўзбекистон қишлоғига,0-2,Маҳаллий,Асака тумани
38,4К 103,Асака қ.-Дастурхончи қ.-Кайирма қ.,0-13,Маҳаллий,Асака тумани
39,4К 103 а,Қадим қишлоғига,0-3,Маҳаллий,Асака тумани
40,4К 104,Пахтачи қ.-Қадим қ.-Асака темир йўл станцияси,0-17,Маҳаллий,Асака тумани
41,4К 104 а, Бешқўрғон қишлоғига ,0-4,Маҳаллий,Асака тумани
42,4К 105, Асака ш.-Қайрағоч қ.-Ниёзботир қ.,0-11,Маҳаллий,Асака тумани
43,4К 105 а,Арғин қишлоғига ,0-6,Маҳаллий,Асака тумани
